/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-337-570620, 5.9
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-975-325037, 972.12
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-567-617562, 2.33
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1161-2832168, 41.27
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-619-2414900, 5.3
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-749-2671512, 14.12
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-397-1556403, 0.64
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-681-2310181, 146.4
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1002-19385, 71.37
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-448-2597031, 17.35
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1572-657884, 23.09
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-118-2516743, 0.1
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-837-1503106, 12.93
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-897-2920831, 15.55
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1133-3170126, 3600.21
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-319-1284496, 6.4
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-847-1170343, 5.36
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-412-3153558, 5.32
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1276-80761, 67.61
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-143-1358173, 0.06
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1177-2035970, 772.74
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-767-552503, 12.73
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-977-1096705, 4.18
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-312-2382007, 3600.21
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-230-3032074, 8.18
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1237-66621, 8.04
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1432-234368, 24.9
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-296-750976, 0.86
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1409-396478, 937.49
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-677-2228981, 6.13
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1259-3258733, 151.47
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1403-1655951, 65.82
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-340-1882171, 1970.56
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-891-2010954, 41.21
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1268-449475, 59.42
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-833-2520542, 2.6
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-303-2963682, 0.4
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-928-2275725, 7.25
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-728-2219211, 1.88
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-512-3013808, 5.14
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1497-1329523, 482.88
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1441-1355407, 360.33
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1343-878190, 348.57
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1113-2823392, 2059.4
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-686-392118, 15.66
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-911-2087094, 4.28
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-339-1897483, 1.52
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1356-758335, 38.67
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1529-714810, 42.82
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-791-2159900, 2.02
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-757-1266212, 2.9
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-747-3222431, 1.32
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-842-11912, 393.4
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1242-3170965, 5.4
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-369-1186493, 6.18
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1461-1217053, 1504.61
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-1201-1541362, 218.15
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTCGEN/rand/portcgen-219-2524407, 0.3
